datetime,SPO.IT0499A_5_nephelometry_beta_2015-01-01_00:00:00,SPO.IT0477A_5_BETA_2022-01-01_00:00:00,SPO.IT0507A_5_nephelometry_beta_2019-01-01_00:00:00,SPO.IT0508A_5_nephelometry_beta_2020-01-01_00:00:00,SPO.IT0594A_5_BETA_2022-01-01_00:00:00,SPO.IT0692A_5_BETA_2022-01-01_00:00:00,SPO.IT0709A_5_BETA_2022-01-01_00:00:00,SPO.IT0742A_5_BETA_2022-01-01_00:00:00,SPO.IT0776A_5_BETA_2022-01-01_00:00:00,SPO.IT0778A_5_BETA_2022-01-01_00:00:00,SPO.IT0794A_5_BETA_2018-01-01_00:00:00,SPO.IT0842A_5_BETA_2022-12-01_01:00:00,SPO.IT0846A_5_BETA_2022-01-01_00:00:00,SPO.IT0983A_5_OPC-CMC_2020-01-01_00:00:00,SPO.IT0997A_5_BETA_2022-01-01_00:00:00,SPO.IT1034A_5_BETA_2022-01-01_00:00:00,SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,SPO.IT1090A_5_BETA_2001-10-02_00:00:00,SPO.IT1104A_5_BETA_2022-01-01_00:00:00,SPO.IT1168A_5_BETA_2014-03-09_00:00:00,SPO.IT1208A_5_BETA_2007-06-26_00:00:00,SPO.IT1264A_5_BETA_1999-04-01_00:00:00,SPO.IT1294A_5_BETA_2022-01-01_00:00:00,SPO.IT1334A_5_nephelometry_beta_2016-01-01_00:00:00,SPO.IT1420A_5_BETA_2016-01-01_00:00:00,SPO.IT1423A_5_BETA_1999-04-01_00:00:00,SPO.IT1449A_5_BETA_2018-01-01_00:00:00,SPO.IT1463A_5_BETA_2022-01-01_00:00:00,SPO.IT1646A_5_BETA_2022-01-01_00:00:00,SPO.IT1734A_5_BETA_2022-01-01_00:00:00,SPO.IT1856A_5_BETA_2007-01-01_00:00:00,SPO.IT1857A_5_BETA_2007-01-01_00:00:00,SPO.IT1859A_5_nephelometry_beta_2007-11-16_00:00:00,SPO.IT1868A_5_BETA_2022-01-01_00:00:00,SPO.IT1869A_5_BETA_2022-01-01_00:00:00,SPO.IT1876A_5_BETA_2022-01-01_00:00:00,SPO.IT1977A_5_BETA_2009-06-15_00:00:00,SPO.IT2115A_5_BETA_2013-10-04_00:00:00,SPO.IT2132A_5_BETA_2013-12-18_00:00:00,SPO.IT2133A_5_BETA_2013-12-21_00:00:00,SPO.IT2161A_5_BETA_2016-01-01_00:00:00,SPO.IT2166A_5_BETA_2017-01-01_00:00:00,SPO.IT2167A_5_BETA_2017-01-01_00:00:00,SPO.IT2284A_5_OPC-CMC_2019-01-01_00:00:00,SPO.IT2288A_5_BETA_2018-01-01_00:00:00
2025-01-01 04:00:00,34.3,485.22025,40.34,37.43,52.725376,83.37,87.414566,69.9,61.420902,137.8,34.01335,124.9,93.9,52.4,85.0669,98.0,59.3,40.14,137.75,38.29,0.0,0.0,59.4,43.13,0.0,0.0,30.81078,78.0529,91.5,75.54,0.0,0.0,90.58,76.03,91.66,69.87,0.0,63.93,36.24,35.94,0.0,0.0,0.0,38.7,27.49287
2025-01-01 05:00:00,31.86,389.5713,31.92,35.12,48.28,67.85,81.96,69.9,50.687176,137.8,32.37984,124.9,93.9,28.3,76.8351,98.0,51.78,18.06,115.1,37.98,0.0,0.0,59.4,40.42,0.0,0.0,28.52691,59.4058,91.5,66.93,0.0,0.0,64.49,68.66893,74.387596,47.38,0.0,60.68,35.06,40.07,0.0,0.0,0.0,33.5,25.06571
2025-01-01 06:00:00,36.62,281.10175,32.56,33.32,42.485558,67.85,81.11767,69.9,49.759003,137.8,28.99325,124.9,93.9,28.5,66.383,98.0,51.83,24.39,115.1,33.99,0.0,0.0,59.4,49.57,0.0,0.0,26.40372,59.4058,91.5,66.93,0.0,0.0,49.69,68.36,74.07,47.38,0.0,52.55,40.28,36.88,0.0,0.0,0.0,26.5,23.47077
2025-01-01 07:00:00,30.84,233.57712,29.57,44.46,40.83,63.9,76.64,69.9,34.831303,137.8,26.65344,124.9,93.9,27.0,59.9566,98.0,42.83,21.65,89.64,32.74,0.0,0.0,59.4,38.88,0.0,0.0,24.1949,39.6923,91.5,49.44,0.0,0.0,48.43,73.56169,75.552734,37.47,0.0,61.07,25.05,34.55,0.0,0.0,0.0,24.3,21.65496
2025-01-01 08:00:00,32.53,148.41736,33.35,34.45,33.511112,63.9,77.38258,69.9,28.688534,137.8,26.10821,124.9,93.9,23.6,41.7332,98.0,38.34,24.03,89.64,29.57,0.0,0.0,59.4,50.45,0.0,0.0,22.50034,39.6923,91.5,49.44,0.0,0.0,53.52,73.78,75.58,37.47,0.0,56.33,60.1,28.07,0.0,0.0,0.0,25.8,19.89299
2025-01-01 09:00:00,58.15,121.94811,43.88,45.6,31.42,65.85,81.33,69.9,25.37744,137.8,26.74119,124.9,93.9,26.6,40.3281,98.0,36.91,19.05,74.04,30.56,0.0,0.0,59.4,55.51,0.0,0.0,20.95289,32.0072,91.5,37.02,0.0,0.0,41.77,82.25435,70.297134,21.66,0.0,44.9,32.15,38.87,0.0,0.0,0.0,26.9,18.3519
2025-01-01 10:00:00,115.12,109.580826,84.2,48.56,33.34111,65.85,81.16835,69.9,24.992035,137.8,23.49832,124.9,93.9,28.1,29.1801,98.0,36.66,26.01,74.04,29.52,0.0,0.0,59.4,57.9,0.0,0.0,19.83872,32.0072,91.5,37.02,0.0,0.0,47.68,82.61,70.2,21.66,0.0,41.37,43.15,29.22,0.0,0.0,0.0,31.1,17.04653
2025-01-01 11:00:00,146.04,105.91,40.08,35.24,33.89,63.81,80.3,69.9,25.933096,137.8,19.97312,124.9,93.9,33.4,33.4461,98.0,39.83,21.9,68.36,28.96,0.0,0.0,59.4,62.48,0.0,0.0,19.41984,17.5656,91.5,29.67,0.0,0.0,36.89,85.46038,74.0885,21.65,0.0,39.16,33.42,56.57,0.0,0.0,0.0,33.9,15.75261
2025-01-01 12:00:00,83.47,88.89367,21.87,34.85,35.702225,63.81,80.81478,69.9,26.419424,137.8,18.6936,124.9,93.9,27.5,29.6359,98.0,37.28,42.3,68.36,31.98,0.0,0.0,59.4,34.64,0.0,0.0,18.72456,17.5656,91.5,29.67,0.0,0.0,35.26,85.58,74.16,21.65,0.0,44.89,58.81,49.18,0.0,0.0,0.0,37.4,16.1028
2025-01-01 13:00:00,27.37,59.484074,20.49,26.66,36.22,58.31,83.58,69.9,27.32635,137.8,17.82789,124.9,93.9,24.4,37.9231,98.0,31.07,51.63,62.78,39.56,0.0,0.0,59.4,34.12,0.0,0.0,18.56218,30.665,91.5,21.93,0.0,0.0,27.51,84.773834,90.90215,13.47,0.0,46.05,59.02,63.07,0.0,0.0,0.0,63.1,16.64886
2025-01-01 14:00:00,45.75,73.03985,20.74,26.58,39.564445,58.31,85.054085,69.9,19.128445,137.8,17.69179,124.9,93.9,25.5,30.6231,98.0,25.6,46.09,62.78,41.46,0.0,0.0,59.4,31.04,0.0,0.0,18.76526,30.665,91.5,21.93,0.0,0.0,24.79,84.74,91.21,13.47,0.0,54.35,58.49,62.19,0.0,0.0,0.0,42.6,16.6124
2025-01-01 15:00:00,33.15,71.49316,24.78,19.59,40.52,62.41,92.89,69.9,24.922934,137.8,16.89814,124.9,93.9,31.1,35.5515,98.0,22.69,55.68,73.17,43.02,0.0,0.0,59.4,23.29,0.0,0.0,18.56938,62.7831,91.5,15.73,0.0,0.0,31.59,99.9324,109.65092,20.12,0.0,46.96,101.91,58.7,0.0,0.0,0.0,61.0,16.1613
2025-01-01 16:00:00,29.58,65.892746,24.79,26.6,62.99,62.41,91.90041,69.9,17.446053,137.8,16.57127,124.9,93.9,41.7,45.2241,98.0,27.79,63.45,73.17,48.01,0.0,0.0,59.4,16.51,0.0,0.0,18.46382,62.7831,91.5,15.73,0.0,0.0,30.81,100.57,109.99,20.12,0.0,74.77,136.98,59.05,0.0,0.0,0.0,114.8,15.68181
2025-01-01 17:00:00,75.78,66.562004,32.2,19.54,69.41,62.66,86.64,69.9,19.823208,137.8,18.21496,124.9,93.9,66.3,45.1928,98.0,36.65,61.4,75.04,60.47,0.0,0.0,59.4,24.72,0.0,0.0,21.95004,113.995,91.5,15.3,0.0,0.0,46.67,86.47168,104.559845,45.5,0.0,78.29,103.44,71.05,0.0,0.0,0.0,124.4,15.25573
2025-01-01 18:00:00,61.82,66.62917,25.46,17.56,79.90222,62.66,84.652916,69.9,19.45723,137.8,23.41736,124.9,93.9,38.3,64.9254,98.0,35.64,72.76,75.04,65.85,0.0,0.0,59.4,20.36,0.0,0.0,19.58053,113.995,91.5,15.3,0.0,0.0,55.0,85.88,104.46,45.5,0.0,68.71,98.89,71.32,0.0,0.0,0.0,87.2,15.07385
2025-01-01 19:00:00,90.62,61.76235,39.16,20.52,82.9,67.83,74.09,69.9,13.62006,137.8,30.35841,124.9,93.9,43.0,78.5501,98.0,36.79,72.29,73.2,58.0,0.0,0.0,59.4,19.33,0.0,0.0,20.42845,134.734,91.5,25.08,0.0,0.0,60.49,79.59382,100.6206,71.98,0.0,66.47,100.51,84.42,0.0,0.0,0.0,58.0,14.63039
2025-01-01 20:00:00,70.17,54.278877,48.47,61.34,89.05222,67.83,72.96266,69.9,10.970346,137.8,33.1735,124.9,93.9,40.7,87.2946,98.0,38.46,72.84,73.2,48.72,0.0,0.0,59.4,21.4,0.0,0.0,19.47285,134.734,91.5,25.08,0.0,0.0,76.11,79.33,100.55,71.98,0.0,57.01,113.37,77.55,0.0,0.0,0.0,47.0,15.40496
2025-01-01 21:00:00,54.98,60.665154,33.02,28.19,90.81,68.03,66.97,69.9,16.888838,137.8,47.80983,124.9,93.9,36.0,106.999,98.0,46.6,76.55,72.51,48.77,0.0,0.0,59.4,22.15,0.0,0.0,18.54056,144.725,91.5,27.06,0.0,0.0,82.07,77.9384,85.781555,115.04,0.0,43.4,126.69,80.62,0.0,0.0,0.0,41.1,15.95187
2025-01-01 22:00:00,42.31,60.485226,33.28,19.91,92.80531,68.03,66.9605,69.9,19.477161,137.8,41.46612,124.9,93.9,36.8,113.813,98.0,45.32,94.51,72.51,52.86,0.0,0.0,59.4,22.17,0.0,0.0,17.5133,144.725,91.5,27.06,0.0,0.0,79.18,77.88,85.51,115.04,0.0,36.64,161.05,90.95,0.0,0.0,0.0,40.2,15.50926
2025-01-01 23:00:00,38.31,74.18961,28.83,17.82,93.38,73.64,66.91,69.9,18.660538,137.8,37.77471,124.9,93.9,36.6,103.834,98.0,40.85,84.99,71.17,53.36,0.0,0.0,59.4,21.55,0.0,0.0,16.41822,133.364,91.5,23.68,0.0,0.0,73.01,77.736046,79.44158,134.14,0.0,25.65,155.22,79.17,0.0,0.0,0.0,37.8,15.20266
2025-01-02 00:00:00,23.81,83.43331,23.0,20.11,91.834984,73.64,66.683586,69.9,19.100872,137.8,37.90148,124.9,93.9,26.1,106.545,98.0,39.03,99.29,71.17,47.69,0.0,0.0,59.4,22.21,0.0,0.0,15.82553,133.364,91.5,23.68,0.0,0.0,61.91,77.73,79.33,134.14,0.0,23.38,79.9,58.89,0.0,0.0,0.0,34.9,14.66388
2025-01-02 01:00:00,24.91,91.62802,20.63,13.83,91.39,72.43,65.48,61.3,19.671856,102.7,36.84032,88.0,103.2,29.5,78.1209,136.6,39.63,97.19,70.99,43.84,0.0,0.0,98.2,25.27,0.0,0.0,18.05979,120.379,108.4,45.72,0.0,0.0,43.95,73.82394,64.22769,146.78,0.0,21.03,140.56,69.34,0.0,0.0,0.0,32.3,14.60071
2025-01-02 02:00:00,19.98,102.73383,18.25,12.1,94.68965,72.43,65.62725,61.3,18.43734,102.7,34.47505,88.0,103.2,28.9,92.8189,136.6,35.46,94.49,70.99,41.81,0.0,0.0,98.2,26.93,0.0,0.0,17.52475,120.379,108.4,45.72,0.0,0.0,36.88,73.66,63.95,146.78,0.0,33.9,70.99,72.22,0.0,0.0,0.0,27.8,14.09747
2025-01-02 03:00:00,17.3,122.73773,17.09,10.55,95.64,76.63,66.41,61.3,23.039385,102.7,36.65123,88.0,103.2,25.0,102.35,136.6,32.05,93.49,74.47,45.3,0.0,0.0,98.2,25.61,0.0,0.0,16.62595,108.475,108.4,51.64,0.0,0.0,30.86,66.97074,59.39378,142.61,0.0,25.29,99.19,59.69,0.0,0.0,0.0,24.6,13.27796
2025-01-02 04:00:00,14.04,147.94844,16.89,10.26,84.90254,76.63,66.45275,61.3,35.072613,102.7,34.98677,88.0,103.2,19.9,123.225,136.6,30.28,99.82,74.47,43.06,0.0,0.0,98.2,22.82,0.0,0.0,15.49866,108.475,108.4,51.64,0.0,0.0,26.29,66.69,59.31,142.61,0.0,28.88,93.34,48.23,0.0,0.0,0.0,21.7,12.55935
2025-01-02 05:00:00,16.43,157.37022,16.87,9.29,81.81,71.22,66.68,61.3,32.243557,102.7,30.09725,88.0,103.2,18.4,109.304,136.6,27.25,89.52,83.54,46.13,0.0,0.0,98.2,22.13,0.0,0.0,13.85666,100.629,108.4,39.47,0.0,0.0,24.56,67.69771,60.782917,142.37,0.0,34.05,135.94,60.48,0.0,0.0,0.0,19.4,11.69108
2025-01-02 06:00:00,22.57,148.2133,16.49,9.36,84.247856,71.22,67.46375,61.3,40.694954,102.7,27.93803,88.0,103.2,19.1,112.998,136.6,24.85,81.72,83.54,41.35,0.0,0.0,98.2,21.59,0.0,0.0,12.99688,100.629,108.4,39.47,0.0,0.0,24.34,67.74,60.81,142.37,0.0,26.87,68.69,56.24,0.0,0.0,0.0,20.4,11.08862
2025-01-02 07:00:00,21.8,140.16211,18.65,12.89,84.95,66.77,71.63,61.3,28.486467,102.7,26.26211,88.0,103.2,19.4,106.639,136.6,24.21,77.52,91.94,35.58,0.0,0.0,98.2,20.71,0.0,0.0,11.7038,91.214,108.4,39.24,0.0,0.0,29.63,71.67486,60.269928,126.06,0.0,33.55,59.84,59.38,0.0,0.0,0.0,22.4,10.12498
2025-01-02 08:00:00,43.31,135.51686,18.56,26.17,84.51522,66.77,71.71625,61.3,24.267473,102.7,22.65551,88.0,103.2,22.0,94.6073,136.6,23.98,69.7,91.94,41.24,0.0,0.0,98.2,24.53,0.0,0.0,10.70835,91.214,108.4,39.24,0.0,0.0,27.9,71.84,60.26,126.06,0.0,28.46,50.92,48.15,0.0,0.0,0.0,26.6,9.340236
2025-01-02 09:00:00,58.64,135.13754,17.03,36.22,84.39,70.31,72.17,61.3,26.084927,102.7,25.37902,88.0,103.2,31.3,104.101,136.6,25.2,68.2,99.02,46.35,0.0,0.0,98.2,21.0,0.0,0.0,9.676859,86.5695,108.4,59.17,0.0,0.0,33.53,72.876495,58.914734,137.79,0.0,32.8,28.28,51.49,0.0,0.0,0.0,29.6,8.979447
2025-01-02 10:00:00,63.22,140.2424,16.46,41.14,84.87136,70.31,71.05058,61.3,18.279737,102.7,20.33729,88.0,103.2,34.0,91.7494,136.6,27.74,44.33,99.02,51.87,0.0,0.0,98.2,24.26,0.0,0.0,9.061272,86.5695,108.4,59.17,0.0,0.0,36.93,72.92,58.89,137.79,0.0,40.24,14.14,69.41,0.0,0.0,0.0,32.6,9.681522
2025-01-02 11:00:00,88.4,141.20341,16.75,37.15,85.01,74.69,65.1,61.3,24.1726,102.7,19.21423,88.0,103.2,45.3,87.2427,136.6,26.05,38.83,98.1,54.65,0.0,0.0,98.2,22.28,0.0,0.0,9.994404,94.7115,108.4,66.86,0.0,0.0,39.25,66.58583,64.92896,117.49,0.0,42.47,7.07,54.06,0.0,0.0,0.0,43.0,9.998644
2025-01-02 12:00:00,51.33,150.08186,22.3,37.84,84.0335,74.69,65.36125,61.3,27.904078,102.7,17.75709,88.0,103.2,52.3,90.4747,136.6,26.8,27.18,98.1,57.3,0.0,0.0,98.2,21.16,0.0,0.0,11.33538,94.7115,108.4,66.86,0.0,0.0,28.2,66.32,65.04,117.49,0.0,40.68,3.53,61.2,0.0,0.0,0.0,50.7,11.76655
2025-01-02 13:00:00,60.4,138.25232,18.88,31.71,83.75,71.34,66.75,61.3,34.12668,102.7,17.16609,88.0,103.2,59.0,83.2609,136.6,22.73,19.02,95.6,68.27,0.0,0.0,98.2,25.84,0.0,0.0,12.08452,86.9752,108.4,51.29,0.0,0.0,26.16,68.01871,74.586876,44.34,0.0,33.76,1.77,66.36,0.0,0.0,0.0,58.0,13.25973
2025-01-02 14:00:00,36.02,147.36967,22.43,38.03,85.579,71.34,68.54049,61.3,23.888674,102.7,16.25118,88.0,103.2,51.4,89.6979,136.6,21.6,15.46,95.6,74.49,0.0,0.0,98.2,24.1,0.0,0.0,12.68611,86.9752,108.4,51.29,0.0,0.0,27.37,68.09,74.79,44.34,0.0,39.48,0.89,65.1,0.0,0.0,0.0,59.7,13.52343
2025-01-02 15:00:00,18.41,150.34886,21.61,36.01,86.11,70.17,77.96,61.3,28.78948,102.7,15.84779,88.0,103.2,42.6,84.1566,136.6,25.29,28.57,99.89,72.9,0.0,0.0,98.2,23.98,0.0,0.0,13.32968,91.2534,108.4,26.97,0.0,0.0,28.38,77.02502,84.22649,74.79,0.0,49.59,30.26,55.98,0.0,0.0,0.0,37.9,13.17706
2025-01-02 16:00:00,31.61,144.86192,23.03,42.78,92.56575,70.17,79.439026,61.3,24.05207,102.7,15.52325,88.0,103.2,42.2,89.2863,136.6,25.6,38.98,99.89,74.04,0.0,0.0,98.2,23.99,0.0,0.0,13.77654,91.2534,108.4,26.97,0.0,0.0,31.84,77.4,84.4,74.79,0.0,59.58,95.54,62.12,0.0,0.0,0.0,64.1,12.85867
2025-01-02 17:00:00,59.48,132.69624,28.38,52.32,94.44,65.35,87.22,61.3,17.793406,102.7,18.31883,88.0,103.2,58.6,91.3252,136.6,27.68,31.93,94.05,74.11,0.0,0.0,98.2,26.72,0.0,0.0,14.11401,93.6227,108.4,43.9,0.0,0.0,33.73,80.73024,89.2508,84.04,0.0,68.82,93.16,64.89,0.0,0.0,0.0,70.1,12.85019
2025-01-02 18:00:00,77.82,140.07903,28.44,52.63,97.53225,65.35,85.67549,61.3,15.692876,102.7,26.60425,88.0,103.2,54.7,96.5912,136.6,28.47,44.42,94.05,72.57,0.0,0.0,98.2,28.69,0.0,0.0,16.85405,93.6227,108.4,43.9,0.0,0.0,51.43,80.87,89.34,84.04,0.0,72.54,91.67,83.12,0.0,0.0,0.0,62.5,12.85485
2025-01-02 19:00:00,95.61,139.53757,34.42,61.9,98.43,65.18,77.55,61.3,21.673018,102.7,41.14604,88.0,103.2,61.1,86.7653,136.6,37.53,48.32,95.94,85.52,0.0,0.0,98.2,32.78,0.0,0.0,17.48575,97.9981,108.4,54.5,0.0,0.0,60.9,71.76223,88.084885,87.65,0.0,74.5,77.95,93.65,0.0,0.0,0.0,51.0,13.66419
2025-01-02 20:00:00,79.09,138.60942,27.89,60.18,101.4215,65.18,74.02813,61.3,31.603811,102.7,46.56592,88.0,103.2,50.6,80.1452,136.6,49.58,49.98,95.94,93.93,0.0,0.0,98.2,32.67,0.0,0.0,18.17128,97.9981,108.4,54.5,0.0,0.0,63.29,71.38,88.06,87.65,0.0,81.87,68.19,84.02,0.0,0.0,0.0,52.4,16.56279
2025-01-02 21:00:00,77.3,133.44823,28.09,56.9,102.29,57.79,55.5,61.3,32.02194,102.7,55.09682,88.0,103.2,32.7,71.4312,136.6,57.41,59.27,95.83,85.71,0.0,0.0,98.2,30.2,0.0,0.0,18.45533,105.532,108.4,49.46,0.0,0.0,73.74,78.21322,111.397224,57.47,0.0,81.63,54.28,90.94,0.0,0.0,0.0,45.2,18.44602
2025-01-02 22:00:00,74.21,113.8267,29.35,54.31,102.70075,57.79,52.677708,61.3,34.18316,102.7,47.05899,88.0,103.2,20.4,62.9082,136.6,59.01,51.31,95.83,72.49,0.0,0.0,98.2,35.52,0.0,0.0,18.52953,105.532,108.4,49.46,0.0,0.0,63.12,78.5,111.86,57.47,0.0,77.18,82.51,74.63,0.0,0.0,0.0,28.6,19.40459
2025-01-02 23:00:00,62.34,118.29322,29.18,46.6,102.82,60.38,37.83,61.3,32.883698,102.7,44.41009,88.0,103.2,8.6,67.3943,136.6,46.93,70.17,88.2,55.24,0.0,0.0,98.2,36.33,0.0,0.0,18.94078,91.1409,108.4,37.51,0.0,0.0,51.11,83.77847,95.88979,44.95,0.0,73.11,99.16,80.19,0.0,0.0,0.0,12.3,19.81794
2025-01-03 00:00:00,61.0,122.802765,26.13,39.81,106.12925,60.38,38.89875,61.3,29.838057,102.7,42.1627,88.0,103.2,5.7,71.8234,136.6,44.85,63.88,88.2,48.71,0.0,0.0,98.2,33.08,0.0,0.0,18.68301,91.1409,108.4,37.51,0.0,0.0,46.87,84.0,95.55,44.95,0.0,66.39,87.49,71.11,0.0,0.0,0.0,11.1,19.61105
2025-01-03 01:00:00,54.4,99.34914,29.43,37.33,107.09,70.51,44.58,53.1,31.26342,80.5,36.69109,71.3,75.8,6.2,49.613,46.0,40.07,49.72,75.11,43.16,0.0,0.0,36.4,29.21,0.0,0.0,20.27116,99.1397,65.6,39.67,0.0,0.0,42.05,76.97483,89.234375,31.14,0.0,68.79,61.07,63.71,0.0,0.0,0.0,12.9,18.92085
2025-01-03 02:00:00,39.35,107.25202,29.49,33.35,109.787,70.51,46.205975,53.1,22.21934,80.5,35.14872,71.3,75.8,5.6,60.4683,46.0,41.92,39.58,75.11,36.43,0.0,0.0,36.4,32.46,0.0,0.0,19.54958,99.1397,65.6,39.67,0.0,0.0,38.34,76.68,89.1,31.14,0.0,67.47,31.56,54.92,0.0,0.0,0.0,12.7,18.06868
2025-01-03 03:00:00,28.54,102.22191,27.13,26.48,110.57,66.41,54.76,53.1,28.31823,80.5,32.31243,71.3,75.8,4.1,70.6224,46.0,37.03,28.41,64.49,37.76,0.0,0.0,36.4,29.64,0.0,0.0,18.73345,103.096,65.6,29.33,0.0,0.0,31.25,77.85086,66.67708,26.49,0.0,64.17,28.95,51.67,0.0,0.0,0.0,7.9,17.0601
2025-01-03 04:00:00,17.99,109.44723,26.28,25.99,107.92425,66.41,56.62076,53.1,31.093866,80.5,29.83779,71.3,75.8,1.2,75.0319,46.0,33.64,28.3,64.49,34.94,0.0,0.0,36.4,23.58,0.0,0.0,17.29966,103.096,65.6,29.33,0.0,0.0,28.01,77.9,66.2,26.49,0.0,59.91,58.03,49.21,0.0,0.0,0.0,2.3,15.88582
2025-01-03 05:00:00,0.05,97.09549,25.92,23.96,107.15,66.26,66.41,53.1,21.765707,80.5,27.26775,71.3,75.8,1.2,77.8164,46.0,31.99,36.84,68.2,29.88,0.0,0.0,36.4,25.4,0.0,0.0,15.85902,96.9529,65.6,22.59,0.0,0.0,24.55,87.25729,53.774372,17.68,0.0,70.58,79.18,33.85,0.0,0.0,0.0,1.8,14.48709
2025-01-03 06:00:00,0.0,91.082245,25.66,19.24,110.36049,66.26,67.51049,53.1,21.143766,80.5,24.91732,71.3,75.8,2.7,79.7722,46.0,27.86,32.47,68.2,28.58,0.0,0.0,36.4,25.56,0.0,0.0,14.75927,96.9529,65.6,22.59,0.0,0.0,22.61,87.65,53.51,17.68,0.0,68.6,46.52,32.31,0.0,0.0,0.0,5.1,13.5247
2025-01-03 07:00:00,-0.12,77.950874,29.23,18.17,111.3,62.89,73.3,53.1,26.238342,80.5,23.62678,71.3,75.8,3.5,86.5903,46.0,22.61,22.73,58.72,31.22,0.0,0.0,36.4,23.31,0.0,0.0,13.7405,84.7099,65.6,20.28,0.0,0.0,21.62,88.30261,55.012375,16.05,0.0,46.8,33.59,37.17,0.0,0.0,0.0,7.2,12.66152
2025-01-03 08:00:00,-0.03,78.45198,35.92,24.69,109.14936,62.89,74.742294,53.1,18.366838,80.5,21.29714,71.3,75.8,3.4,74.4525,46.0,22.87,15.91,58.72,26.35,0.0,0.0,36.4,19.03,0.0,0.0,12.90912,84.7099,65.6,20.28,0.0,0.0,25.91,88.33,55.04,16.05,0.0,61.43,16.8,21.48,0.0,0.0,0.0,7.2,12.02559
2025-01-03 09:00:00,0.8,54.341057,49.73,33.89,108.52,69.0,82.33,53.1,12.856787,80.5,28.13475,71.3,75.8,4.9,69.3563,46.0,24.04,11.14,55.02,22.68,0.0,0.0,36.4,10.31,0.0,0.0,11.84456,81.2557,65.6,14.03,0.0,0.0,29.98,100.768,74.81636,23.44,0.0,58.47,8.4,13.49,0.0,0.0,0.0,4.0,11.25144
2025-01-03 10:00:00,0.51,50.725216,45.23,48.59,111.91615,69.0,83.042366,53.1,20.137184,80.5,22.35491,71.3,75.8,4.2,64.4197,46.0,24.4,7.8,55.02,23.01,0.0,0.0,36.4,10.6,0.0,0.0,11.41,81.2557,65.6,14.03,0.0,0.0,33.48,101.29,75.18,23.44,0.0,46.47,4.2,9.81,0.0,0.0,0.0,3.1,11.76655
2025-01-03 11:00:00,0.5,40.9314,51.25,29.07,112.91,60.62,86.79,53.1,14.096028,80.5,18.70421,71.3,75.8,4.6,62.2925,46.0,19.15,5.46,57.38,20.18,0.0,0.0,36.4,11.19,0.0,0.0,11.76146,72.0547,65.6,7.59,0.0,0.0,25.93,92.68129,83.76219,13.62,0.0,32.53,2.1,7.11,0.0,0.0,0.0,5.6,12.25113
2025-01-03 12:00:00,1.57,47.09245,16.67,20.24,114.534584,60.62,85.793335,53.1,9.86722,80.5,17.17923,71.3,75.8,17.6,67.5886,46.0,13.74,4.37,57.38,16.63,0.0,0.0,36.4,9.86,0.0,0.0,12.10656,72.0547,65.6,7.59,0.0,0.0,10.4,92.32,83.92,13.62,0.0,22.77,1.05,4.31,0.0,0.0,0.0,19.7,12.90589
2025-01-03 13:00:00,19.29,38.40729,9.1,16.77,115.01,39.44,80.55,53.1,6.907054,80.5,16.17528,71.3,75.8,13.5,71.5078,46.0,9.0,3.49,53.22,11.61,0.0,0.0,36.4,10.99,0.0,0.0,11.92935,63.2709,65.6,5.57,0.0,0.0,7.05,90.81323,87.49428,23.11,0.0,15.94,0.53,5.43,0.0,0.0,0.0,13.2,13.38861
2025-01-03 14:00:00,3.71,39.405903,6.47,15.87,100.60536,39.44,79.9515,53.1,5.525643,80.5,15.20994,71.3,75.8,11.2,66.938,46.0,4.98,2.79,53.22,8.13,0.0,0.0,36.4,12.19,0.0,0.0,11.93189,63.2709,65.6,5.57,0.0,0.0,4.33,90.75,87.56,23.11,0.0,11.16,0.26,4.32,0.0,0.0,0.0,12.8,12.77557
2025-01-03 15:00:00,2.37,40.700287,4.43,12.17,96.39,40.49,76.77,53.1,4.420515,80.5,14.85933,71.3,75.8,8.8,69.9055,46.0,3.56,2.24,49.39,5.98,0.0,0.0,36.4,9.82,0.0,0.0,12.27869,70.1591,65.6,8.43,0.0,0.0,3.91,90.92275,85.96925,30.13,0.0,7.81,0.13,2.16,0.0,0.0,0.0,13.8,12.19475
2025-01-03 16:00:00,6.19,38.29003,7.45,15.95,86.364,40.49,77.48715,53.1,3.536412,80.5,15.02001,71.3,75.8,8.0,56.4641,46.0,5.24,1.79,49.39,4.77,0.0,0.0,36.4,6.93,0.0,0.0,12.7832,70.1591,65.6,8.43,0.0,0.0,6.04,90.93,85.94,30.13,0.0,5.47,0.07,13.29,0.0,0.0,0.0,18.6,11.80767
2025-01-03 17:00:00,1.6,42.008244,10.74,29.83,83.43,47.4,81.26,53.1,2.829129,80.5,14.96956,71.3,75.8,11.9,42.1195,46.0,11.46,1.43,56.33,3.83,0.0,0.0,36.4,5.88,0.0,0.0,12.51144,67.3513,65.6,28.43,0.0,0.0,12.26,90.00867,125.06067,51.64,0.0,4.37,11.52,10.08,0.0,0.0,0.0,14.1,11.65971
