site,lon,lat
SPO-PT01025_00005_100,-8.71306,41.23222
SPO-PT01028_00005_100,-8.58944,41.16444
SPO-PT01030_00005_100,-8.66306,41.18611
SPO-PT01031_00005_100,-8.66056,41.25222
SPO-PT01034_00005_100,-8.63222,41.21806
SPO-PT01041_00005_100,-8.40583,41.54972
SPO-PT01043_00005_100,-8.33806,41.2075
SPO-PT01046_00005_100,-8.29639,41.44972
SPO-PT01047_00005_100,-8.69389,41.80222
SPO-PT01048_00005_100,-7.79083,41.37139
SPO-PT01050_00005_100,-8.65889,41.1475
SPO-PT01051_00005_100,-8.72083,41.30861
SPO-PT01052_00005_100,-8.46083,41.35389
SPO-PT01053_00005_100,-8.55583,41.09667
SPO-PT01054_00005_100,-8.62333,40.99944
SPO-PT01100_00005_100,-6.88722,41.57194
SPO-PT02004_00005_100,-8.56722,40.75861
SPO-PT02006_00005_100,-8.40167,40.21472
SPO-PT02016_00005_100,-8.41083,40.20694
SPO-PT02017_00005_100,-8.64667,40.63556
SPO-PT02018_00005_100,-8.67056,40.58972
SPO-PT02019_00005_100,-8.89167,39.92389
SPO-PT02020_00005_100,-7.30194,40.23306
SPO-PT02021_00005_100,-8.10056,40.64111
SPO-PT02022_00005_100,-8.67667,40.18278
SPO-PT03055_00005_100,-9.04778,38.66667
SPO-PT03063_00005_100,-9.08111,38.61944
SPO-PT03071_00005_100,-9.10806,38.76889
SPO-PT03072_00005_100,-9.14889,38.74861
SPO-PT03075_00005_100,-9.14583,38.72028
SPO-PT03083_00005_100,-9.15778,38.66361
SPO-PT03084_00005_100,-9.23083,38.75417
SPO-PT03085_00005_100,-9.16444,38.82972
SPO-PT03089_00005_100,-9.34722,38.785
SPO-PT03091_00005_100,-9.32333,38.6975
SPO-PT03092_00005_100,-8.87306,38.53056
SPO-PT03093_00005_100,-8.89417,38.52917
SPO-PT03094_00005_100,-8.89417,38.52417
SPO-PT03095_00005_100,-9.06694,38.65861
SPO-PT03096_00005_100,-8.46611,39.3525
SPO-PT03097_00005_100,-9.18222,38.80222
SPO-PT03099_00005_100,-8.69056,38.63556
SPO-PT03100_00005_100,-9.2025,38.74806
SPO-PT03101_00005_100,-9.04028,38.89611
SPO-PT03102_00005_100,-9.24556,39.27833
SPO-PT03104_00005_100,-9.42944,38.70139
SPO-PT04001_00005_100,-8.83806,37.95417
SPO-PT04002_00005_100,-8.79861,38.07694
SPO-PT04003_00005_100,-8.72389,37.87111
SPO-PT04004_00005_100,-8.6975,38.02
SPO-PT04006_00005_100,-7.3975,38.615
SPO-PT05007_00005_100,-7.92667,37.015
SPO-PT05008_00005_100,-8.24972,37.09167
SPO-PT05011_00005_100,-8.54222,37.13833
SPO-PT06004_00005_100,-16.88306,32.64889
SPO-PT06005_00005_100,-16.91833,32.64972
SPO-PT06008_00005_100,-16.88639,32.80778
SPO-PT07001_00005_100,-28.63139,38.605
SPO-PT07002_00005_100,-25.66402,37.75029
SPO-RO0069A_00005_101,26.03364,44.41949
SPO-RO0074A_00005_101,23.59662,46.77503
SPO-RO0075A_00005_101,23.55026,46.76543
SPO-RO0076A_00005_101,23.63059,46.78218
SPO-RO0077A_00005_101,23.87739,47.14501
SPO-RO0079A_00005_101,23.79671,44.31914
SPO-RO0084A_00005_101,27.58192,47.15095
SPO-RO0085A_00005_101,27.61269,47.15779
SPO-RO0087A_00005_101,27.69309,47.13574
SPO-RO0098A_00005_101,24.85459,44.87014
SPO-RO0105A_00005_101,26.92694,46.55584
SPO-RO0112A_00005_101,26.65852,47.73992
SPO-RO0113A_00005_101,27.9711,45.28376
SPO-RO0115A_00005_101,27.88921,45.27087
SPO-RO0123A_00005_101,26.81862,45.15408
SPO-RO0141A_00005_101,28.01859,45.42041
SPO-RO0142A_00005_101,28.05474,45.43154
SPO-RO0173A_00005_101,26.03413,46.89868
SPO-RO0177A_00005_101,26.01521,44.98375
SPO-RO0205A_00005_101,27.73089,46.63214
SPO-RO0207A_00005_101,25.97207,43.91146
SPO-RO0229A_00005_101,26.03093,44.49181
SPO-RO0231A_00005_101,25.9748,44.36974
SPO-RO0234A_00005_101,26.1303,44.45076
SPO-RO0235A_00005_101,26.06627,44.44618
SPO-RO0236A_00005_101,26.14091,44.46806
SPO-RO0240A_00005_101,26.07075,44.42268
SPO-RO0241A_00005_101,26.12042,44.39268
SPO-RO0242A_00005_101,26.13041,44.38614
SPO-RO0243A_00005_101,26.1492,44.41851
SPO-RO0245A_00005_101,26.11314,44.4071
SPO-RO0246A_00005_101,26.12012,44.30011
SPO-RO0247A_00005_101,26.13543,44.49926
SPO-RO0248A_00005_101,26.18419,44.48824
SPO-RO0249A_00005_101,26.24713,44.38578
SPO-RO0253A_00005_101,25.46655,44.91519
SPO-SI0001A_00005_101,15.26248,46.23451
SPO-SI0003A_00005_101,14.51272,46.06554
SPO-SI0008R_00005_101,14.85807,45.5611
SPO-SI0033A_00005_101,16.19132,46.65209
SPO-SI0034A_00005_101,13.65239,45.95557
SPO-SI0037A_00005_100,15.08329,46.14391
SPO-SI0059A_00005_101,15.62612,46.56835
SPO-SI0061A_00005_101,15.17726,45.80182
SPO-SI0074A_00005_102,15.05395,46.15751
SPO-SI0075A_00005_101,14.48927,46.03749
SPO-SI0076A_00005_101,15.24624,46.23566
SPO-SI0077A_00005_101,15.87651,46.4255
