site,lat,lon
SPO.DE_DEBW056_PM2_dataGroup1,49.10788,9.73323
SPO.DE_DEBW059_PM2_dataGroup1,49.63484,9.65792
SPO.DE_DEBW080_PM2_dataGroup1,49.00796,8.38719
SPO.DE_DEBW098_PM2_dataGroup1,49.49256,8.47204
SPO.DE_DEBW099_PM2_dataGroup1,48.78313,9.18072
SPO.DE_DEBW112_PM2_dataGroup1,48.64561,8.90444
SPO.DE_DEBW118_PM2_dataGroup1,48.7881,9.19101
SPO.DE_DEBW122_PM2_dataGroup1,47.9882,7.85992
SPO.DE_DEBY001_PM2_dataGroup1,49.30489,10.5723
SPO.DE_DEBY002_PM2_dataGroup1,50.05819,12.18865
SPO.DE_DEBY007_PM2_dataGroup1,48.37658,10.88837
SPO.DE_DEBY013_PM2_dataGroup1,48.18284,12.78139
SPO.DE_DEBY031_PM2_dataGroup1,47.72514,10.30656
SPO.DE_DEBY037_PM2_dataGroup1,48.13725,11.56492
SPO.DE_DEBY052_PM2_dataGroup1,48.39708,10.00829
SPO.DE_DEBY053_PM2_dataGroup1,49.44591,11.08844
SPO.DE_DEBY058_PM2_dataGroup1,49.46223,11.0248
SPO.DE_DEBY067_PM2_dataGroup1,49.32196,12.12814
SPO.DE_DEBY075_PM2_dataGroup1,49.67895,12.15936
SPO.DE_DEBY077_PM2_dataGroup1,49.80469,9.95642
SPO.DE_DEBY187_PM2_dataGroup1,48.95218,10.59772
SPO.DE_DEBY198_PM2_dataGroup1,48.74262,11.43464
SPO.DE_DEHB002_PM2_dataGroup1,53.06004,8.91697
SPO.DE_DEHB012_PM2_dataGroup1,53.13172,8.73506
SPO.DE_DEHB013_PM2_dataGroup1,53.1177,8.69506
SPO.DE_DEHE001_PM2_dataGroup1,49.8723,8.66462
SPO.DE_DEHE005_PM2_dataGroup1,50.10175,8.54252
SPO.DE_DEHE008_PM2_dataGroup1,50.12533,8.74634
SPO.DE_DEHE011_PM2_dataGroup1,50.13577,8.92157
SPO.DE_DEHE013_PM2_dataGroup1,51.31425,9.4834
SPO.DE_DEHE020_PM2_dataGroup1,50.56718,8.50062
SPO.DE_DEHE028_PM2_dataGroup1,49.65347,8.81725
SPO.DE_DEHE030_PM2_dataGroup1,50.80426,8.76932
SPO.DE_DEHE032_PM2_dataGroup1,50.97002,9.80026
SPO.DE_DEHE037_PM2_dataGroup1,50.07719,8.23032
SPO.DE_DEHE040_PM2_dataGroup1,49.86946,8.65375
SPO.DE_DEHE041_PM2_dataGroup1,50.12459,8.69191
SPO.DE_DEHE044_PM2_dataGroup1,50.38322,8.061
SPO.DE_DEHE045_PM2_dataGroup1,49.67251,9.00198
SPO.DE_DEHE049_PM2_dataGroup1,51.31208,9.49112
SPO.DE_DEHE050_PM2_dataGroup1,51.36076,9.27123
SPO.DE_DEHE061_PM2_dataGroup1,50.58411,8.66858
SPO.DE_DEHE062_PM2_dataGroup1,50.80717,8.77051
SPO.DE_DEHE063_PM2_dataGroup1,49.64324,8.642
SPO.DE_DEHE112_PM2_dataGroup1,50.07212,8.22887
SPO.DE_DEHE116_PM2_dataGroup1,50.10149,8.78489
SPO.DE_DEHE131_PM2_dataGroup1,50.38643,8.05991
SPO.DE_DEHE135_PM2_dataGroup1,50.07546,8.57631
SPO.DE_DEHH068_PM2_dataGroup1,53.5923,10.05386
SPO.DE_DEHH081_PM2_dataGroup1,53.52916,9.9816
SPO.DE_DEMV004_PM2_dataGroup1,53.81777,12.06471
SPO.DE_DEMV007_PM2_dataGroup1,54.16155,12.17411
SPO.DE_DEMV017_PM2_dataGroup1,53.3074,11.3733
SPO.DE_DEMV020_PM2_dataGroup1,54.09228,12.14199
SPO.DE_DEMV022_PM2_dataGroup1,54.09262,12.09955
SPO.DE_DEMV025_PM2_dataGroup1,54.31923,13.08101
SPO.DE_DEMV026_PM2_dataGroup1,54.32351,13.34214
SPO.DE_DEMV028_PM2_dataGroup1,53.90226,11.47596
SPO.DE_DEMV031_PM2_dataGroup1,54.17729,12.09792
SPO.DE_DEMV058_PM2_dataGroup1,53.5588,13.2679
SPO.DE_DENI020_PM2_dataGroup1,52.44081,10.81638
SPO.DE_DENI038_PM2_dataGroup1,52.25534,8.05286
SPO.DE_DENI042_PM2_dataGroup1,51.55107,9.94976
SPO.DE_DENI043_PM2_dataGroup1,52.49855,7.31747
SPO.DE_DENI048_PM2_dataGroup1,52.35948,9.7155
SPO.DE_DENI051_PM2_dataGroup1,51.75816,10.61248
SPO.DE_DENI053_PM2_dataGroup1,52.99796,7.94257
SPO.DE_DENI054_PM2_dataGroup1,52.36292,9.70612
SPO.DE_DENI067_PM2_dataGroup1,52.2703,8.04147
SPO.DE_DENI068_PM2_dataGroup1,51.5302,9.92833
SPO.DE_DENI075_PM2_dataGroup1,52.26673,10.54055
SPO.DE_DENI143_PM2_dataGroup1,53.14284,8.21208
SPO.DE_DENI157_PM2_dataGroup1,52.42789,10.79368
SPO.DE_DENW040_PM2_dataGroup1,51.38526,6.76297
SPO.DE_DENW042_PM2_dataGroup1,51.33767,6.64024
SPO.DE_DENW043_PM2_dataGroup1,51.45118,7.03053
SPO.DE_DENW053_PM2_dataGroup1,51.01934,6.88457
SPO.DE_DENW059_PM2_dataGroup1,50.88987,6.98507
SPO.DE_DENW065_PM2_dataGroup1,50.93033,8.19191
SPO.DE_DENW067_PM2_dataGroup1,52.02315,8.54836
SPO.DE_DENW068_PM2_dataGroup1,51.57067,8.14802
SPO.DE_DENW074_PM2_dataGroup1,50.88348,6.46931
SPO.DE_DENW079_PM2_dataGroup1,51.02893,7.00498
SPO.DE_DENW082_PM2_dataGroup1,51.21317,6.78254
SPO.DE_DENW114_PM2_dataGroup1,51.27761,7.23185
SPO.DE_DENW116_PM2_dataGroup1,51.34257,6.67019
SPO.DE_DENW136_PM2_dataGroup1,51.52354,7.48356
SPO.DE_DENW200_PM2_dataGroup1,52.00562,8.55279
SPO.DE_DENW207_PM2_dataGroup1,50.77313,6.09576
SPO.DE_DENW208_PM2_dataGroup1,51.5279,7.08456
SPO.DE_DENW211_PM2_dataGroup1,50.96284,7.00461
SPO.DE_DENW260_PM2_dataGroup1,51.95328,7.61938
SPO.DE_DENW356_PM2_dataGroup1,51.22761,7.64309
SPO.DE_DERP009_PM2_dataGroup1,49.99502,8.27398
SPO.DE_DERP041_PM2_dataGroup1,49.4785,8.44385
SPO.DE_DESL006_PM2_dataGroup1,49.18361,6.74486
SPO.DE_DETH013_PM2_dataGroup1,50.97829,10.31724
SPO.DE_DETH018_PM2_dataGroup1,51.49719,10.7914
SPO.DE_DETH020_PM2_dataGroup1,50.97946,11.03792
SPO.DE_DETH026_PM2_dataGroup1,50.56175,10.3753
SPO.DE_DETH041_PM2_dataGroup1,50.93351,11.59706
SPO.DE_DETH043_PM2_dataGroup1,50.98487,11.01935
SPO.DE_DETH072_PM2_dataGroup1,50.61153,10.69309
SPO.DE_DETH081_PM2_dataGroup1,50.97233,11.01045
SPO.DE_DETH083_PM2_dataGroup1,50.97746,11.32607
SPO.DE_DETH091_PM2_dataGroup1,51.20523,10.44843
SPO.DE_DETH093_PM2_dataGroup1,50.98219,11.32102
SPO.DE_DETH095_PM2_dataGroup1,51.20794,10.451
SPO.DE_DETH117_PM2_dataGroup1,50.99313,11.05658
